"id","name","culture_id","created_at","updated_at","position","approved"
739,"Hadji Mohammed, ASPRO 8, Obeid 2",168,"2013-04-12 10:43:40.499915","2013-04-12 10:43:40.499915",1,
740,"Hajji Firuz, ASPRO 6, Vor-Obeid, ASPRO 7, Hasanlu X",168,"2013-04-12 10:43:40.503355","2013-04-12 10:43:40.503355",1,
741,"Jarri B, ASPRO 7",168,"2013-04-12 10:43:40.506809","2013-04-12 10:43:40.506809",1,
742,"Keramisches Neolithikum, ASPRO 5, Hassuna Ia",168,"2013-04-12 10:43:40.510226","2013-04-12 10:43:40.510226",1,
743,"Khor-Kultur, ASPRO 8, Gruppe A, C oder D von Kapel",168,"2013-04-12 10:43:40.513653","2013-04-12 10:43:40.513653",1,
744,"Neolithikum II",168,"2013-04-12 10:43:40.517083","2013-04-12 10:43:40.517083",1,
745,"Neolithikum II, Late Ceramic Neolithic",168,"2013-04-12 10:43:40.520595","2013-04-12 10:43:40.520595",1,
746,"Neolithikum, ASPRO 7, PNA",168,"2013-04-12 10:43:40.524058","2013-04-12 10:43:40.524058",1,
747,"PNA, ASPRO 6, Early Pottery Neolithic",168,"2013-04-12 10:43:40.527553","2013-04-12 10:43:40.527553",1,
748,"Pre-Ghassulien, PN, Yarmukien",168,"2013-04-12 10:43:40.531023","2013-04-12 10:43:40.531023",1,
749,"n/a",169,"2013-04-12 10:46:01.418489","2013-04-12 10:46:01.418489",1,
750,"n/a",170,"2013-04-12 10:46:19.143639","2013-04-12 10:46:19.143639",1,
751,"ASPRO 8",171,"2013-04-12 10:46:42.599032","2013-04-12 10:46:42.599032",1,
752,"ASPRO 9",171,"2013-04-12 10:46:42.60637","2013-04-12 10:46:42.60637",1,
753,"n/a",172,"2013-04-12 10:48:04.701129","2013-04-12 10:48:04.701129",1,
754,"ASPRO 5, PPNB final",172,"2013-04-12 10:48:04.704304","2013-04-12 10:48:04.704304",1,
755,"ASPRO 5, Vor-Obeid",172,"2013-04-12 10:48:04.707316","2013-04-12 10:48:04.707316",1,
756,"ASPRO 5, Vor-Obeid, Early Sarab",172,"2013-04-12 10:48:04.710226","2013-04-12 10:48:04.710226",1,
757,"ASPRO 5, Zagheh, Sialk I",172,"2013-04-12 10:48:04.713276","2013-04-12 10:48:04.713276",1,
758,"Çatalhöyük Ost Spät, ASPRO 5",172,"2013-04-12 10:48:04.716138","2013-04-12 10:48:04.716138",1,
759,"Hacilar IX-VII oder VII/VI (Parzinger), Catalhöyük VIII-VI, Frühneolithikum, ASPRO 5",172,"2013-04-12 10:48:04.719007","2013-04-12 10:48:04.719007",1,
760,"Neolithikum, ASPRO 5, PPNB, PN, späteres Chalkolithikum",172,"2013-04-12 10:48:04.722409","2013-04-12 10:48:04.722409",1,
761,"Neolithikum, ASPRO 5, Vor-Obeid, Pre-Hassuna, Hassuna, Muhammad Jaffar",172,"2013-04-12 10:48:04.725873","2013-04-12 10:48:04.725873",1,
762,"Neolithikum, ASPRO 5, Vor-Obeid, Zagros Standard Painted Ware Phase, Serab",172,"2013-04-12 10:48:04.729447","2013-04-12 10:48:04.729447",1,
763,"Pre-Hassuna, ASPRO 5",172,"2013-04-12 10:48:04.733088","2013-04-12 10:48:04.733088",1,
772,"n/a",174,"2013-04-12 10:50:50.983142","2013-04-12 10:50:50.983142",1,
775,"Ende",176,"2013-04-12 10:52:12.807021","2013-04-12 10:52:12.807021",1,
776,"Endkupferzeit I, Krivodol-Salcuta-Bubanj Hum-Komplex III, KSBh Ia",177,"2013-04-12 10:53:25.697329","2013-04-12 10:53:25.697329",1,
777,"Endkupferzeit I, KSBh Ia",177,"2013-04-12 10:53:25.704696","2013-04-12 10:53:25.704696",1,
778,"Endkupferzeit II, Salcuta-Telis-Baile Herculane-Komplex, , KSBh Ia",177,"2013-04-12 10:53:25.711614","2013-04-12 10:53:25.711614",1,
779,"frühes Krivodol, KSBh Ia",177,"2013-04-12 10:54:20.527247","2013-04-12 10:54:20.527247",1,
780,"Krivodol IV/V, letzte Phase der Krivodol-Salcuta-Bubanj-Kultur, KSBh Ia",177,"2013-04-12 10:54:20.5343","2013-04-12 10:54:20.5343",1,
781,"KSBh Ia",177,"2013-04-12 10:54:20.541275","2013-04-12 10:54:20.541275",1,
782,"Zaminec A-C, Krivodol I-III, klassische Krivodol-Salcuta-Bubanj-Kultur, KSBh Ia",177,"2013-04-12 10:54:20.548152","2013-04-12 10:54:20.548152",1,
783,"Zaminec A-C, KSBh Ia",177,"2013-04-12 10:54:20.555013","2013-04-12 10:54:20.555013",1,
793,"n/a",180,"2013-04-12 10:56:42.626756","2013-04-12 10:56:42.626756",1,
765,"ASPRO 6, Giyan V A-B, ASPRO 8, Sabz, Hazine",173,"2013-04-12 10:49:59.33309","2013-04-12 10:49:59.33309",1,
766,"n/a",173,"2013-04-12 10:49:59.336023","2013-04-12 10:49:59.336023",1,
767,"ASPRO 6, Obeid, Late Sarab",173,"2013-04-12 10:49:59.33883","2013-04-12 10:49:59.33883",1,
768,"ASPRO 6, Sialk I",173,"2013-04-12 10:49:59.344366","2013-04-12 10:49:59.344366",1,
769,"ASPRO 6, Vor-Obeid",173,"2013-04-12 10:49:59.351305","2013-04-12 10:49:59.351305",1,
770,"ASPRO 6, Zagheh, Sialk I",173,"2013-04-12 10:49:59.358118","2013-04-12 10:49:59.358118",1,
771,"Hacilar IX-VII oder VII/VI (Parzinger), Catalhöyük VIII-VI, Spätneolithikum, ASPRO 6",173,"2013-04-12 10:49:59.365037","2013-04-12 10:49:59.365037",1,
774,"Gawra spät",175,"2013-04-12 10:51:54.919107","2013-04-12 10:51:54.919107",1,
784,"n/a",178,"2013-04-12 10:54:52.688113","2013-04-12 10:54:52.688113",1,
785,"n/a",179,"2013-04-12 10:55:49.040667","2013-04-12 10:55:49.040667",1,
786,"Frühneolithikum (Çatal Höyük VI-VII), ASPRO 6",179,"2013-04-12 10:55:49.043745","2013-04-12 10:55:49.043745",1,
787,"Frühneolithikum (Duru), Frühchalkolithikum (Schoop), ASPRO 6",179,"2013-04-12 10:55:49.046604","2013-04-12 10:55:49.046604",1,
788,"Frühneolithikum, ASPRO 5",179,"2013-04-12 10:55:49.049631","2013-04-12 10:55:49.049631",1,
789,"Frühneolithikum, BEN-M",179,"2013-04-12 10:55:49.053443","2013-04-12 10:55:49.053443",1,
790,"Herpály, Szakalhat-frühes Theiß",179,"2013-04-12 10:55:49.056931","2013-04-12 10:55:49.056931",1,
791,"Impresso, Amuq A, B, ASPRO 5, 6, Neolithique ancien (Byblos)",179,"2013-04-12 10:55:49.060447","2013-04-12 10:55:49.060447",1,
792,"Kachi, Mehrgarh II-III",179,"2013-04-12 10:55:49.118829","2013-04-12 10:55:49.118829",1,
794,"Halaf früh, ASPRO 6",181,"2013-04-12 10:57:58.580874","2013-04-12 10:57:58.580874",1,
795,"Halaf mitte, ASPRO 7, Vor-Obeid",181,"2013-04-12 10:57:58.588349","2013-04-12 10:57:58.588349",1,
796,"Halaf spät, ASPRO 7, Vor-Obeid",181,"2013-04-12 10:57:58.595396","2013-04-12 10:57:58.595396",1,
797,"Halaf, ASPRO 7, Vor-Obeid",181,"2013-04-12 10:57:58.60232","2013-04-12 10:57:58.60232",1,
798,"Halaf, ASPRO 8, Amuq D-E",181,"2013-04-12 10:57:58.609151","2013-04-12 10:57:58.609151",1,
799,"Halaf, Neolithique moyen (Byblos), ASPRO 7",181,"2013-04-12 10:57:58.616148","2013-04-12 10:57:58.616148",1,
800,"Halaf, Neolithique recent (Byblos), Amuq C, ASPRO 7",181,"2013-04-12 10:57:58.623188","2013-04-12 10:57:58.623188",1,
801,"Halaf, Obeid, ASPRO 8/9",181,"2013-04-12 10:57:58.63044","2013-04-12 10:57:58.63044",1,
802,"Spät-Halaf, ASPRO 7",181,"2013-04-12 10:57:58.637417","2013-04-12 10:57:58.637417",1,
803,"ASPRO 2",182,"2013-04-12 11:00:02.851832","2013-04-12 11:00:02.851832",1,
804,"Hassuna Ib-II, ASPRO 6, Vor-Obeid",183,"2013-04-12 11:00:43.390458","2013-04-12 11:00:43.390458",1,
805,"Hassuna, ""Protochalkolithikum"", ASPRO 6",183,"2013-04-12 11:00:43.398054","2013-04-12 11:00:43.398054",1,
806,"Hassuna, ASPRO 6, Vor-Obeid",183,"2013-04-12 11:00:43.405088","2013-04-12 11:00:43.405088",1,
807,"Hassuna, Samarra, ASPRO 6, Vor-Obeid",183,"2013-04-12 11:00:43.41201","2013-04-12 11:00:43.41201",1,
808,"n/a",184,"2013-04-12 11:01:02.354424","2013-04-12 11:01:02.354424",1,
809,"n/a",185,"2013-04-12 11:01:15.500172","2013-04-12 11:01:15.500172",1,
810,"Khiamien, ASPRO 2",186,"2013-04-12 11:01:40.635986","2013-04-12 11:01:40.635986",1,
811,"Khiamien, ASPRO 2, PPN A früh",186,"2013-04-12 11:01:40.643715","2013-04-12 11:01:40.643715",1,
812,"Kura-Arax früh, Frühbronzezeit",187,"2013-04-12 11:02:44.521396","2013-04-12 11:02:44.521396",1,
813,"Kura-Arax I",187,"2013-04-12 11:02:44.528745","2013-04-12 11:02:44.528745",1,
814,"Kura-Arax-Kultur früh, Early Transcaucasian III, Frühbronzezeit",187,"2013-04-12 11:02:44.535635","2013-04-12 11:02:44.535635",1,
815,"Kura-Arax-Kultur früh, Frühbronzezeit",187,"2013-04-12 11:02:44.542643","2013-04-12 11:02:44.542643",1,
816,"Kura-Arax-Kultur, Early Transcaucasian III",187,"2013-04-12 11:02:44.549516","2013-04-12 11:02:44.549516",1,
817,"n/a",188,"2013-04-12 11:03:08.206173","2013-04-12 11:03:08.206173",1,
818,"n/a",189,"2013-04-12 11:03:23.593363","2013-04-12 11:03:23.593363",1,
819,"n/a",190,"2013-04-12 11:03:40.797501","2013-04-12 11:03:40.797501",1,
820,"n/a",191,"2013-04-12 11:03:59.328285","2013-04-12 11:03:59.328285",1,
821,"Sialk III6-7",192,"2013-04-12 11:04:36.51448","2013-04-12 11:04:36.51448",1,
822,"Sialk II",192,"2013-04-12 11:04:36.521738","2013-04-12 11:04:36.521738",1,
823,"Sialk III 4-5",192,"2013-04-12 11:04:36.528786","2013-04-12 11:04:36.528786",1,
824,"VII, Painted Orange Ware Phase",193,"2013-04-12 11:05:33.23528","2013-04-12 11:05:33.23528",1,
825,"VIII, Pisdeli, ASPRO 9",193,"2013-04-12 11:05:33.242534","2013-04-12 11:05:33.242534",1,
826,"Phase Cheshmeh Nush, Susa II",194,"2013-04-12 11:06:19.906705","2013-04-12 11:06:19.906705",1,
827,"Phase Late Uruk, Susa II",194,"2013-04-12 11:06:19.914043","2013-04-12 11:06:19.914043",1,
828,"Susa A",194,"2013-04-12 11:06:19.921019","2013-04-12 11:06:19.921019",1,
829,"Susa A, Susa I",194,"2013-04-12 11:06:19.927856","2013-04-12 11:06:19.927856",1,
830,"n/a",195,"2013-04-12 11:06:41.405427","2013-04-12 11:06:41.405427",1,
831,"III",196,"2013-04-12 11:07:02.751491","2013-04-12 11:07:02.751491",1,
832,"IV",196,"2013-04-12 11:07:02.759223","2013-04-12 11:07:02.759223",1,
833,"n/a",197,"2013-04-12 11:07:18.695228","2013-04-12 11:07:18.695228",1,
834,"Proto-Neolithikum, Zawi Chemian, ASPRO 1",199,"2013-04-12 11:08:04.74254","2013-04-12 11:08:04.74254",1,
835,"n/a",200,"2013-04-12 11:08:21.176251","2013-04-12 11:08:21.176251",1,
836,"n/a",201,"2013-04-12 11:09:17.979199","2013-04-12 11:09:17.979199",1,
837,"Spätneolithikum (Amiq A, B, Yumuktepe, Turlu), ASPRO 5/6",201,"2013-04-12 11:10:37.931502","2013-04-12 11:10:37.931502",1,
838,"Spätneolithikum (Hacilar, Fikirtepe), vor Yarimburgaz 5",201,"2013-04-12 11:10:37.934631","2013-04-12 11:10:37.934631",1,
839,"Spätneolithikum und Späteres, ASPRO 5/6",201,"2013-04-12 11:10:37.937525","2013-04-12 11:10:37.937525",1,
840,"Spätneolithikum, ASPRO 6",201,"2013-04-12 11:10:37.940374","2013-04-12 11:10:37.940374",1,
841,"Spätneolithikum, ASPRO 6, Hajji Firuz",201,"2013-04-12 11:10:37.943811","2013-04-12 11:10:37.943811",1,
842,"Spätneolithikum, ASPRO 8",201,"2013-04-12 11:10:37.947264","2013-04-12 11:10:37.947264",1,
843,"Spätneolithikum, Esztár-Gruppe",201,"2013-04-12 11:10:37.950749","2013-04-12 11:10:37.950749",1,
844,"Spätneolithikum, Protochalkolithikum, ASPRO 6",201,"2013-04-12 11:10:37.954287","2013-04-12 11:10:37.954287",1,
845,"Spätneolithikum, Stage I und II, Äneolithikum, Dalma, Halaf,  Nakhichevan-Mil'sk-Mugani",201,"2013-04-12 11:10:37.957781","2013-04-12 11:10:37.957781",1,
846,"Spätneolithikum/FM I",201,"2013-04-12 11:10:37.961325","2013-04-12 11:10:37.961325",1,
847,"Spätneolithikum/Frühchalkolithikum, Yarimburgaz 4",201,"2013-04-12 11:10:37.964874","2013-04-12 11:10:37.964874",1,
848,"Spätneolithikum/Frühchalkolithikum, Yarimburgaz 5/4",201,"2013-04-12 11:10:37.968382","2013-04-12 11:10:37.968382",1,
849,"Spätneolithisch-frühchalkolithisch",201,"2013-04-12 11:10:37.971953","2013-04-12 11:10:37.971953",1,
850,"I",202,"2013-04-12 11:11:38.850964","2013-04-12 11:11:38.850964",1,
851,"II",202,"2013-04-12 11:11:38.854584","2013-04-12 11:11:38.854584",1,
852,"III",202,"2013-04-12 11:11:38.857457","2013-04-12 11:11:38.857457",1,
853,"IV",202,"2013-04-12 11:11:38.860571","2013-04-12 11:11:38.860571",1,
854,"V",202,"2013-04-12 11:11:38.863818","2013-04-12 11:11:38.863818",1,
855,"spät",203,"2013-04-12 11:12:24.167305","2013-04-12 11:12:24.167305",1,
856,"A",204,"2013-04-12 11:12:48.072001","2013-04-12 11:12:48.072001",1,
857,"B",204,"2013-04-12 11:12:48.07924","2013-04-12 11:12:48.07924",1,
858,"C",204,"2013-04-12 11:12:48.086626","2013-04-12 11:12:48.086626",1,
859,"D",204,"2013-04-12 11:12:48.093645","2013-04-12 11:12:48.093645",1,
860,"Transitional Samarra bis Hajji Mohammed, ASPRO 7, Vor-Obeid",205,"2013-04-12 11:13:20.261355","2013-04-12 11:13:20.261355",1,
861,"Transitional, ASPRO 7, Vor-Obeid",205,"2013-04-12 11:13:20.268757","2013-04-12 11:13:20.268757",1,
862,"I",206,"2013-04-12 11:13:33.960246","2013-04-12 11:13:33.960246",1,
863,"IIB",207,"2013-04-12 11:13:48.271309","2013-04-12 11:13:48.271309",1,
864,"n/a",208,"2013-04-12 11:14:02.507632","2013-04-12 11:14:02.507632",1,
865,"Neolithikum, Grübchenkeramik, Bronzezeit",50,"2013-04-12 11:31:35.499321","2013-04-12 11:31:35.499321",1,
866,"Spätneolithikum, Bronzezeit, Herpály-Kultur, Theiß, Tiszpolgar",50,"2013-04-12 11:32:11.362022","2013-04-12 11:32:11.362022",1,
869,"Tripolje B2/C, Tripolje C1, Bronzezeit",50,"2013-04-12 11:38:33.004039","2013-04-12 11:38:33.004039",1,
867,"Spätneolithikum, Hacilar IX-VI (Duru), Frühchalkolithikum (Schoop) ASPRO 6",50,"2013-04-12 11:32:11.365175","2013-04-12 11:32:11.365175",1,
868,"Übergang Sopot/Lasinja, Sece",50,"2013-04-12 11:36:48.153378","2013-04-12 11:36:48.153378",1,
871,"Early Transcaucasian III, Hasanlu VII",68,"2013-04-12 11:42:52.542017","2013-04-12 11:42:52.542017",1,
872,"Proto-Elamite Tansitional, Protoelamite, Tureng Tepe IIB, Sialk IV1, Protoelamisch, Jemdet Nasr bis ED II",68,"2013-04-12 11:42:52.545103","2013-04-12 11:42:52.545103",1,
873,"Protoelamisch, Jemdet Nasr, Uruk, Banesh mittel, Jemdet Nasr, Susa IIIA, ED I",68,"2013-04-12 11:42:52.548","2013-04-12 11:42:52.548",1,
874,"Djemdet Nasr, Gawra spät, Obeid, Gawra XI, Obeid 3, Obeid spät, ASPRO 8, 9",68,"2013-04-12 11:42:52.551254","2013-04-12 11:42:52.551254",1,
875,"Arad III, Areini IV, EB II, EB Ic",68,"2013-04-12 11:42:52.55448","2013-04-12 11:42:52.55448",1,
876,"EB I",68,"2013-04-12 11:42:52.557727","2013-04-12 11:42:52.557727",1,
877,"EB I-II",68,"2013-04-12 11:42:52.561217","2013-04-12 11:42:52.561217",1,
878,"EB Ia/b",68,"2013-04-12 11:42:52.564698","2013-04-12 11:42:52.564698",1,
879,"EB IB oder EB II",68,"2013-04-12 11:42:52.568208","2013-04-12 11:42:52.568208",1,
880,"EB Ib?",68,"2013-04-12 11:42:52.571775","2013-04-12 11:42:52.571775",1,
881,"EB II",68,"2013-04-12 11:42:52.575266","2013-04-12 11:42:52.575266",1,
882,"EB II spät",68,"2013-04-12 11:42:52.578747","2013-04-12 11:42:52.578747",1,
883,"Frühbronzezeit 1a/Lokales Spätes Uruk, Kura-Arax-Kultur II, Amuq G, Jemdet Nasr, Frühdynastisch I",68,"2013-04-12 11:42:52.582328","2013-04-12 11:42:52.582328",1,
884,"Protourban, EB Ia",68,"2013-04-12 11:42:52.585988","2013-04-12 11:42:52.585988",1,
885,"ASPRO 3, PPN",142,"2013-04-12 11:57:53.846871","2013-04-12 11:57:53.846871",1,
886,"ASPRO 3, PPN?",142,"2013-04-12 11:57:53.850065","2013-04-12 11:57:53.850065",1,
896,"Usatovo, Tripolje CII",75,"2013-04-12 12:12:03.886079","2013-04-12 12:12:03.886079",1,
897,"Vinca-Plocnik?, Hvar-Lisicici",75,"2013-04-12 12:12:03.889792","2013-04-12 12:12:03.889792",1,
898,"vor Beginn Baden, Retz-Gajary",75,"2013-04-12 12:12:03.892878","2013-04-12 12:12:03.892878",1,
899,"Übergang Akeramikum/Frühneolithikum, ASPRO 4",75,"2013-04-12 12:12:03.895894","2013-04-12 12:12:03.895894",1,
900,"Übergang Halaf-Obeid, ASPRO 7, Vor-Obeid",75,"2013-04-12 12:12:03.899013","2013-04-12 12:12:03.899013",1,
901,"Übergang Halaf/Obeid, ASPRO 8, Amuq D",75,"2013-04-12 12:12:03.902846","2013-04-12 12:12:03.902846",1,
902,"Holozäne Steinzeit, 4. Jt.",75,"2013-04-12 12:12:03.906524","2013-04-12 12:12:03.906524",1,
903,"Kili Ghul Muhammad",75,"2013-04-12 12:12:03.91024","2013-04-12 12:12:03.91024",1,
904,"Kili Ghul Muhammad, Kechi Beg, Periano",75,"2013-04-12 12:12:03.913816","2013-04-12 12:12:03.913816",1,
905,"Kili Ghul Muhammad, Mehrgarh II-III",75,"2013-04-12 12:12:03.917388","2013-04-12 12:12:03.917388",1,
906,"Galepsos, Jungneolithikum oder Chalkolithikum (Sitagroi III?)",75,"2013-04-12 12:12:03.92112","2013-04-12 12:12:03.92112",1,
907,"Ende Fikirtepe, Yarimburgaz 5, Coskuntepe, Kuruçay 11-13, Hacilar V-I, Proto- und Vorsesklo, Nea Nikomedeia, Franchthi 1",75,"2013-04-12 12:12:03.924721","2013-04-12 12:12:03.924721",1,
908,"Frühes Akeramikum, Neolithikum 2, ASPRO 3, Mureybet IV",75,"2013-04-12 12:12:03.928454","2013-04-12 12:12:03.928454",1,
909,"Kakanj II, entwickeltes Kakanj, Vinca B",75,"2013-04-12 12:12:03.932206","2013-04-12 12:12:03.932206",1,
910,"Karanovo III-IV, Anza IV, Gumelnita, Azmak, Spätchalkolithikum",75,"2013-04-12 12:12:03.935962","2013-04-12 12:12:03.935962",1,
911,"Karanovo III, Frühes Vinca, Yarimburgaz 2",75,"2013-04-12 12:12:03.940318","2013-04-12 12:12:03.940318",1,
912,"Akropotamos Topolnitsa, Sitagroi I, Karanovo III/IV, Vinca A",75,"2013-04-12 12:12:03.947819","2013-04-12 12:12:03.947819",1,
913,"Akropotamos Topolnitsa, Spätneolithikum, Sitagroi II, III",75,"2013-04-12 12:12:03.955281","2013-04-12 12:12:03.955281",1,
914,"Yahya VA, Dashkar-Phase",75,"2013-04-12 12:12:03.962454","2013-04-12 12:12:03.962454",1,
915,"Akeramikum oder Çatal Höyük Ost VIII (Parzinger), ASPRO 4",75,"2013-04-12 12:12:03.969548","2013-04-12 12:12:03.969548",1,
916,"Akeramisches Neolithikum, Mehrgarh",75,"2013-04-12 12:12:03.976611","2013-04-12 12:12:03.976611",1,
917,"Akeramisches Neolithikum, Neolithikum, PNNB oder PN",75,"2013-04-12 12:12:03.984379","2013-04-12 12:12:03.984379",1,
918,"Akeramisches Neolithikum, Neolithikum, PPNB oder PN",75,"2013-04-12 12:12:03.991892","2013-04-12 12:12:03.991892",1,
919,"ASPRO 4, Pre-Hassuna, Hassuna",75,"2013-04-12 12:12:03.999287","2013-04-12 12:12:03.999287",1,
920,"PPNB spät, ASPRO 4, keramisches Neolithikum",75,"2013-04-12 12:12:04.006643","2013-04-12 12:12:04.006643",1,
921,"PPNB, ASPRO 5, Early Pottery Neolithic",75,"2013-04-12 12:12:04.013763","2013-04-12 12:12:04.013763",1,
922,"PPNB, Burin Neolithikum, ASPRO 5",75,"2013-04-12 12:12:04.020923","2013-04-12 12:12:04.020923",1,
923,"Bug-Dniester früh, entwickelt, Cris",75,"2013-04-12 12:12:04.028274","2013-04-12 12:12:04.028274",1,
924,"Dniester-Bug-Kultur mittel, LBK",75,"2013-04-12 12:12:04.035765","2013-04-12 12:12:04.035765",1,
925,"LBK, Notenkopf, Vinca B1-B2",75,"2013-04-12 12:12:04.043346","2013-04-12 12:12:04.043346",1,
926,"Argissa I",75,"2013-04-12 12:12:04.050475","2013-04-12 12:12:04.050475",1,
927,"Epinatufien, ASPRO 2, PPN A früh",75,"2013-04-12 12:12:04.057481","2013-04-12 12:12:04.057481",1,
928,"Fikirtepe, Hacilar IX-VII oder VIII",75,"2013-04-12 12:12:04.064796","2013-04-12 12:12:04.064796",1,
929,"jünger als I, Ende Spätneolithikum, Endneolithikum",75,"2013-04-12 12:12:04.072296","2013-04-12 12:12:04.072296",1,
930,"Karanovo VI-Gumelnita, Jungneolithikum oder Chalkolithikum (Sitagroi III?)",75,"2013-04-12 12:12:04.079735","2013-04-12 12:12:04.079735",1,
931,"Körös spät, Vinca",75,"2013-04-12 12:12:04.087149","2013-04-12 12:12:04.087149",1,
932,"Marica, Jungneolithikum oder Chalkolithikum (Sitagroi III?)",75,"2013-04-12 12:12:04.094257","2013-04-12 12:12:04.094257",1,
933,"Neolithikum, ASPRO 1, 2, zwischen Merimde und Maadi, Chalkolithikum mittel",75,"2013-04-12 12:12:04.101281","2013-04-12 12:12:04.101281",1,
934,"Neolithikum, vor Fayum A",75,"2013-04-12 12:12:04.1083","2013-04-12 12:12:04.1083",1,
935,"Neolithique recent (Byblos), ASPRO 8",75,"2013-04-12 12:12:04.115732","2013-04-12 12:12:04.115732",1,
936,"Neolithique recent (Byblos), ASPRO 8, Chalkolithikum",75,"2013-04-12 12:12:04.123247","2013-04-12 12:12:04.123247",1,
937,"Neolithique recent/Eneolithique (Byblos), ASPRO 9, Chalkolithikum",75,"2013-04-12 12:12:04.130819","2013-04-12 12:12:04.130819",1,
938,"Obeid-früh, Samarra, ASPRO 8, Vor-Obeid, Obeid 1",75,"2013-04-12 12:12:04.138051","2013-04-12 12:12:04.138051",1,
939,"Obeid, Yahya VA spät",75,"2013-04-12 12:12:04.145298","2013-04-12 12:12:04.145298",1,
940,"PN A, B, Chalkolithikum, ASPRO 9 oder 8",75,"2013-04-12 12:12:04.152987","2013-04-12 12:12:04.152987",1,
941,"PN, ASPRO 8, Spätneolithikum, Chalkolithikum",75,"2013-04-12 12:12:04.160599","2013-04-12 12:12:04.160599",1,
942,"Prototiszapolgár, Szakalhat-frühes Theiß",75,"2013-04-12 12:12:04.168246","2013-04-12 12:12:04.168246",1,
943,"Samarra, ASPRO 6, Halaf",75,"2013-04-12 12:12:04.175583","2013-04-12 12:12:04.175583",1,
944,"Sesklo, Tsangli",75,"2013-04-12 12:12:04.183073","2013-04-12 12:12:04.183073",1,
945,"Spätes Akeramikum, Neolithikum 2, ASPRO 4, jünger als Mureybet IV, Bouqras, Assouad",75,"2013-04-12 12:12:04.190444","2013-04-12 12:12:04.190444",1,
946,"Spätes Äneolithikum, Stage V, Nakhichevan-Mil'sk-Mugani, Übergang Äneolithikum - Kura-Arax-Kultur, Dalma, Halaf, ASPRO 8",75,"2013-04-12 12:12:04.198012","2013-04-12 12:12:04.198012",1,
947,"spätes Mittelneolithikum (Sitagroi II?),  Karanovo III, Paradimi",75,"2013-04-12 12:12:04.205492","2013-04-12 12:12:04.205492",1,
948,"Sursk-Dnepr spät oder Dnepr-Donetz früh",75,"2013-04-12 12:12:04.212786","2013-04-12 12:12:04.212786",1,
949,"""Theißkultur, Herpalykultur Spätneolithikum""",75,"2013-04-12 12:12:04.220145","2013-04-12 12:12:04.220145",1,
950,"Vucedol-Kultur, Kostolac",75,"2013-04-12 12:12:04.227638","2013-04-12 12:12:04.227638",1,
951,"Wende Mittel-, Spätneolithikum",75,"2013-04-12 12:12:04.235137","2013-04-12 12:12:04.235137",1,
952,"frühes Szakalhat, Bükk, Gorsza B, Vinca-Turdas",75,"2013-04-12 12:12:04.242318","2013-04-12 16:55:07.25869",1,
870,"älteres",65,"2013-04-12 11:39:26.746619","2013-04-12 11:39:26.746619",1,
887,"PPNB final, ASPRO 5",142,"2013-04-12 11:59:16.727461","2013-04-12 11:59:16.727461",1,
889,"spätes Szakálhát, frühes Theiß",179,"2013-04-12 12:03:36.425298","2013-04-12 12:03:36.425298",1,
890,"spätes Szakálhát, Theiß I, Öcsöd A",179,"2013-04-12 12:03:36.432739","2013-04-12 12:03:36.432739",1,
891,"Szakalhat, frühes Theiß",179,"2013-04-12 12:03:36.439735","2013-04-12 12:05:55.609813",1,
892,"Szakálhát, Szilmeg",179,"2013-04-12 12:05:55.613105","2013-04-12 12:05:55.613105",1,
893,"Szakalhat, Theiß",179,"2013-04-12 12:05:55.616144","2013-04-12 12:05:55.616144",1,
894,"Theißkultur, Herpalykultur",179,"2013-04-12 12:05:55.619002","2013-04-12 12:05:55.619002",1,
895,"frühes Szakalhat, Bükk",179,"2013-04-12 12:05:55.622432","2013-04-12 12:13:21.367192",1,
888,"unbemalte Keramik, Hassuna Ia, ASPRO 5, Vor-Obeid",168,"2013-04-12 12:00:11.826925","2013-04-12 12:00:11.826925",1,
953,"Susa IIIA, Protoelamisch, Djemdet-Nasr",88,"2013-04-12 12:18:03.779891","2013-04-12 12:18:03.779891",1,
954,"Hotnica-Vodopada I/II, Pevec-Kultur (Cernavoda I), KSB-Kultur B, C1",88,"2013-04-12 12:18:03.783348","2013-04-12 12:18:03.783348",1,
955,"Galepsos, Marica, Gumelnita, KGK VI, Karanovo V und VI",88,"2013-04-12 12:18:03.786362","2013-04-12 12:18:03.786362",1,
956,"Beycesultan SK 1-2, Alisar, Alacahöyük SK, Can Hasan I, Tigani",88,"2013-04-12 12:18:03.789424","2013-04-12 12:18:03.789424",1,
957,"(Mittel-)Chalkolithikum, ASPRO 8",88,"2013-04-12 12:18:03.793151","2013-04-12 12:18:03.793151",1,
958,"Beginn Spätchalkolithikum, Beycesultan XL-XXXV",88,"2013-04-12 12:18:03.796573","2013-04-12 12:18:03.796573",1,
959,"Chalcolithique Moyen II, Halaf, Amuq D, ASPRO 8",88,"2013-04-12 12:18:03.801372","2013-04-12 12:18:03.801372",1,
960,"Chalcolithique Récent I, Amuq E, ASPRO 8",88,"2013-04-12 12:18:03.807825","2013-04-12 12:18:03.807825",1,
961,"Chalkolithikum (Büyük Güllücek, Pazarli, Yakar: SK/ITC, Ende 4. Jt., Alisar 14M-12M",88,"2013-04-12 12:18:03.81403","2013-04-12 12:18:03.81403",1,
