"id","name","culture_id","created_at","updated_at","position","approved"
463,"n/a",103,"2012-02-06 12:53:05.172612","2012-02-06 12:53:05.172612",1,
464,"n/a",104,"2012-02-06 12:53:27.607326","2012-02-06 12:53:27.607326",1,
465,"n.a.",92,"2012-02-17 10:57:42.305651","2012-02-17 10:57:42.305651",1,
466,"EN Ia",27,"2012-02-17 12:19:12.844133","2012-02-17 12:19:12.844133",1,
467,"EN Ib",27,"2012-02-17 12:19:12.847771","2012-02-17 12:19:12.847771",1,
468,"EN II",27,"2012-02-17 12:21:40.21589","2012-02-17 12:21:40.21589",1,
469,"transition MN-YN",27,"2012-02-17 12:24:44.279408","2012-02-17 12:24:44.279408",1,
470,"MN III-IV",27,"2012-02-20 08:01:01.666776","2012-02-20 08:01:01.666776",1,
471,"mittlere",67,"2012-03-07 09:30:00.513364","2012-03-07 09:30:00.513364",1,
479,"early",56,"2012-04-30 12:02:13.956224","2012-04-30 12:02:13.956224",1,
480,"Alföld-LBK. späte",1,"2012-04-30 12:10:07.362132","2012-04-30 12:10:07.362132",1,
481,"VI",109,"2012-04-30 12:21:27.892294","2012-04-30 12:21:27.892294",1,
482,"II",109,"2012-04-30 12:31:32.729832","2012-04-30 12:31:32.729832",1,
483,"IV",109,"2012-04-30 12:31:32.738577","2012-04-30 12:31:32.738577",1,
484,"I",109,"2012-04-30 12:31:32.746158","2012-04-30 12:31:32.746158",1,
485,"V",109,"2012-04-30 12:31:32.753667","2012-04-30 12:31:32.753667",1,
486,"III",109,"2012-04-30 12:31:32.761221","2012-04-30 12:31:32.761221",1,
487,"n/a",110,"2012-05-02 09:32:26.264288","2012-05-02 09:32:26.264288",1,
488,"younger",110,"2012-05-02 09:32:26.268035","2012-05-02 09:32:26.268035",1,
489,"n/a",111,"2012-05-02 09:51:17.245396","2012-05-02 09:51:17.245396",1,
490,"early (A)",111,"2012-05-02 09:51:17.253298","2012-05-02 09:51:17.253298",1,
491,"Late (Phase Spantov)",112,"2012-05-02 10:00:19.358461","2012-05-02 10:00:19.358461",1,
492,"IIb/III",108,"2012-05-02 10:34:15.983881","2012-05-02 10:34:15.983881",1,
493,"n/a",113,"2012-05-02 10:59:59.17336","2012-05-02 10:59:59.17336",1,
494,"Sopot-Lengyel II",113,"2012-05-02 10:59:59.181067","2012-05-02 10:59:59.181067",1,
495,"Sopot-Lengyel II",60,"2012-05-02 11:04:24.830584","2012-05-02 11:04:24.830584",1,
496,"Spät (D)",114,"2012-05-02 11:49:06.087313","2012-05-02 11:49:06.087313",1,
497,"n/a",114,"2012-05-02 11:49:15.997311","2012-05-02 11:49:15.997311",1,
498,"C",114,"2012-05-02 11:51:47.907249","2012-05-02 11:51:47.907249",1,
499,"Früh",114,"2012-05-02 12:02:23.511462","2012-05-02 12:02:23.511462",1,
500,"late (III)",108,"2012-05-02 12:03:42.163208","2012-05-02 12:03:42.163208",1,
501,"early (I)",108,"2012-05-02 12:03:42.171248","2012-05-02 12:03:42.171248",1,
475,"middle (II)",108,"2012-04-30 11:19:34.681984","2012-05-02 12:03:42.175834",1,
502,"Ia",108,"2012-05-02 12:29:18.655127","2012-05-02 12:29:18.655127",1,
503,"Ib",108,"2012-05-02 12:29:18.663935","2012-05-02 12:29:18.663935",1,
504,"Älter",114,"2012-05-02 14:45:37.911003","2012-05-02 14:45:37.911003",1,
505,"Id",115,"2012-05-09 09:44:28.049276","2012-05-09 09:44:28.049276",1,
506,"Id-e",115,"2012-05-09 09:44:28.075739","2012-05-09 09:44:28.075739",1,
507,"Ia",115,"2012-05-09 09:44:28.07946","2012-05-09 09:44:28.07946",1,
508,"Ib-c",115,"2012-05-09 09:44:28.083125","2012-05-09 09:44:28.083125",1,
509,"Ie",115,"2012-05-09 09:44:28.088498","2012-05-09 09:44:28.088498",1,
510,"Proto-",115,"2012-05-09 09:44:28.095936","2012-05-09 09:44:28.095936",1,
511,"n/a",115,"2012-05-09 09:44:28.103404","2012-05-09 09:44:28.103404",1,
512,"II",115,"2012-05-09 09:44:28.110935","2012-05-09 09:44:28.110935",1,
513,"Ic-d",115,"2012-05-09 09:44:28.118464","2012-05-09 09:44:28.118464",1,
514,"A",114,"2012-05-09 12:50:39.006146","2012-05-09 12:50:39.006146",1,
515,"n/a",116,"2012-05-14 10:06:33.257565","2012-05-14 10:06:33.257565",1,
516,"middle",117,"2012-05-14 10:16:32.683077","2012-05-14 10:16:32.683077",1,
517,"Older ",117,"2012-05-14 10:16:32.690936","2012-05-14 10:16:32.690936",1,
518,"n/a",117,"2012-05-14 10:16:32.698551","2012-05-14 10:16:32.698551",1,
519,"Early",75,"2012-05-18 10:52:32.528583","2012-05-18 10:52:32.528583",1,
520,"Pre-Pottery",75,"2012-05-18 10:54:41.269578","2012-05-18 10:54:41.269578",1,
521,"n/a",118,"2012-05-18 12:38:44.947609","2012-05-18 12:38:44.947609",1,
522,"VII",109,"2012-05-30 12:18:44.543367","2012-05-30 12:18:44.543367",1,
523,"n/a",119,"2012-06-13 10:23:54.253003","2012-06-13 10:23:54.253003",1,
524,"n/a",120,"2012-06-27 11:47:17.977037","2012-06-27 11:47:17.977037",1,
525,"A",121,"2012-06-27 12:12:37.989965","2012-06-27 12:12:37.989965",1,
526,"n/a",121,"2012-06-27 12:12:37.99342","2012-06-27 12:12:37.99342",1,
527,"n/a",122,"2012-06-27 12:19:09.487926","2012-06-27 12:19:09.487926",1,
528,"B",121,"2012-06-27 12:33:18.815253","2012-06-27 12:33:18.815253",1,
529,"n/a",123,"2012-06-27 12:40:38.863393","2012-06-27 12:40:38.863393",1,
530,"I",123,"2012-06-27 13:00:24.60552","2012-06-27 13:00:24.60552",1,
531,"III",123,"2012-06-27 13:00:24.614219","2012-06-27 13:00:24.614219",1,
532,"II",123,"2012-06-27 13:00:24.622688","2012-06-27 13:00:24.622688",1,
533,"Pre-",121,"2012-06-27 13:06:17.303387","2012-06-27 13:06:17.303387",1,
534,"Alföld-LBK. jüngere",1,"2012-06-27 13:37:24.372391","2012-06-27 13:37:24.372391",1,
535,"Alföld-LBK",1,"2012-06-27 13:37:48.908307","2012-06-27 13:37:48.908307",1,
536,"older",110,"2012-06-27 15:25:12.478495","2012-06-27 15:25:12.478495",1,
537,"II",124,"2012-06-29 11:22:41.926046","2012-06-29 11:22:41.926046",1,
538,"n/a",124,"2012-06-29 11:22:41.934906","2012-06-29 11:22:41.934906",1,
539,"n/a",59,"2012-06-29 11:39:41.115676","2012-06-29 11:39:41.115676",1,
540,"Lengyel I, Lengyel früh",60,"2013-04-12 08:04:47.094724","2013-04-12 08:04:47.094724",1,
541,"frühes und klassisches Theiß",110,"2013-04-12 08:06:47.178007","2013-04-12 08:06:47.178007",1,
542,"Frühtheiß",110,"2013-04-12 08:06:47.186502","2013-04-12 08:06:47.186502",1,
543,"klassisches Theiß",110,"2013-04-12 08:06:47.193363","2013-04-12 08:06:47.193363",1,
544,"klassisches und spätes Theiß, Gorsza C",110,"2013-04-12 08:06:47.200118","2013-04-12 08:06:47.200118",1,
545,"Frühchalkolithikum 1-3, ASPRO 6, Djeitun",130,"2013-04-12 08:08:40.036178","2013-04-12 08:08:40.036178",1,
546,"Jeitun früh, ASPRO 6",130,"2013-04-12 08:08:40.044177","2013-04-12 08:08:40.044177",1,
547,"Jeitun mitte, ASPRO 6",130,"2013-04-12 08:08:40.050893","2013-04-12 08:08:40.050893",1,
548,"Jeitun moyen, ASPRO 6",130,"2013-04-12 08:08:40.057555","2013-04-12 08:08:40.057555",1,
549,"n/a",140,"2013-04-12 08:10:41.439969","2013-04-12 08:10:41.439969",1,
550,"B2",140,"2013-04-12 08:10:41.443624","2013-04-12 08:10:41.443624",1,
551,"B1, B2",140,"2013-04-12 08:10:41.446319","2013-04-12 08:10:41.446319",1,
552,"C1",140,"2013-04-12 08:10:41.448968","2013-04-12 08:10:41.448968",1,
553,"C2",140,"2013-04-12 08:10:41.452138","2013-04-12 08:10:41.452138",1,
554,"Cernavoda I und III, Varna",107,"2013-04-12 08:15:27.662974","2013-04-12 08:15:27.662974",1,
555,"Cernavoda I, Endkupferzeit IIB, Pevets",107,"2013-04-12 08:15:27.666704","2013-04-12 08:15:27.666704",1,
556,"Cernavoda I, Pevec",107,"2013-04-12 08:15:27.669419","2013-04-12 08:15:27.669419",1,
557,"Endkupferzeit I-II; Cernavoda I-Kultur",107,"2013-04-12 08:15:27.672081","2013-04-12 08:15:27.672081",1,
558,"Starcevo",108,"2013-04-12 08:16:35.232148","2013-04-12 08:16:35.232148",1,
559,"Starcevo-Cris",108,"2013-04-12 08:16:35.240691","2013-04-12 08:16:35.240691",1,
560,"Zentralbalkanisches Mittelneolithikum (Starcevo II)",108,"2013-04-12 08:16:35.24745","2013-04-12 08:16:35.24745",1,
561,"Zentralbalkanisches Mittelneolithikum (Starcevo III)",108,"2013-04-12 08:16:35.254631","2013-04-12 08:16:35.254631",1,
562,"I-II",109,"2013-04-12 08:34:28.858338","2013-04-12 08:34:28.858338",1,
563,"II/III",109,"2013-04-12 08:34:28.865585","2013-04-12 08:34:28.865585",1,
564,"Karanovo III,Karanovo III/IV",109,"2013-04-12 08:34:28.872404","2013-04-12 08:34:28.872404",1,
565,"Karanovo IV Mitte-Spät, Mittelchalkolithikum, Frühchalkolithikum",109,"2013-04-12 08:34:28.87909","2013-04-12 08:34:28.87909",1,
566,"Galabnik IIa/b, Cavdar II, Karanovo I/II, WBPP",109,"2013-04-12 08:41:34.401547","2013-04-12 08:41:34.401547",1,
567,"Gâlâbnik-I?, Karanovo I",109,"2013-04-12 08:41:34.404509","2013-04-12 08:41:34.404509",1,
568,"Gâlâbnik-II?, Karanovo I",109,"2013-04-12 08:41:34.407168","2013-04-12 08:41:34.407168",1,
569,"entwickeltes und spätes Starcevo, Veluška Tumba III",108,"2013-04-12 08:42:17.759627","2013-04-12 08:42:17.759627",1,
570,"Gorsza B",110,"2013-04-12 08:43:04.009037","2013-04-12 08:43:04.009037",1,
571,"Öcsöd B, Kökénydomb II, Gorsza D/C",110,"2013-04-12 08:43:04.014541","2013-04-12 08:43:04.014541",1,
572,"A2",111,"2013-04-12 08:43:26.178709","2013-04-12 08:43:26.178709",1,
573,"B",114,"2013-04-12 08:45:06.895787","2013-04-12 08:45:06.895787",1,
574,"B1",114,"2013-04-12 08:45:06.903925","2013-04-12 08:45:06.903925",1,
575,"B2",114,"2013-04-12 08:45:06.911033","2013-04-12 08:45:06.911033",1,
576,"B2/C",114,"2013-04-12 08:45:06.917768","2013-04-12 08:45:06.917768",1,
577,"Vinca-Plocnik, Vinca D",114,"2013-04-12 08:45:06.924842","2013-04-12 08:45:06.924842",1,
578,"Vinca-Plocnik, Vinca IV, Supska 2/1",114,"2013-04-12 08:45:06.932158","2013-04-12 08:45:06.932158",1,
579,"Vinca-Turdas",114,"2013-04-12 08:45:06.939501","2013-04-12 08:45:06.939501",1,
580,"Protokakanj, Kakanj",116,"2013-04-12 08:47:35.923995","2013-04-12 08:47:35.923995",1,
581,"IIA",117,"2013-04-12 08:48:08.644157","2013-04-12 08:48:08.644157",1,
582,"IIB",117,"2013-04-12 08:48:08.651526","2013-04-12 08:48:08.651526",1,
583,"Beginn Late Cucuteni, Tripolje C1",121,"2013-04-12 08:50:02.204368","2013-04-12 08:50:02.204368",1,
584,"Cucuteni A1",121,"2013-04-12 08:50:02.207459","2013-04-12 08:50:02.207459",1,
585,"Cucuteni A2",121,"2013-04-12 08:50:02.210272","2013-04-12 08:50:02.210272",1,
586,"Cucuteni A4",121,"2013-04-12 08:50:02.213342","2013-04-12 08:50:02.213342",1,
587,"Cucuteni, Tripolje C1",121,"2013-04-12 08:50:02.216337","2013-04-12 08:50:02.216337",1,
588,"frühes Tripolje",121,"2013-04-12 08:50:02.219355","2013-04-12 08:50:02.219355",1,
589,"frühes Tripolje, Beginn klassiches Tripolje",121,"2013-04-12 08:50:02.222542","2013-04-12 08:50:02.222542",1,
590,"frühes Tripolje, Cucuteni, Tripolye A",121,"2013-04-12 08:50:02.225864","2013-04-12 08:50:02.225864",1,
591,"frühes Tripolje, Tripolye B1",121,"2013-04-12 08:50:02.229196","2013-04-12 08:50:02.229196",1,
592,"Pre-Cucuteni II",121,"2013-04-12 08:50:02.232545","2013-04-12 08:50:02.232545",1,
593,"Pre-Cucuteni III",121,"2013-04-12 08:50:02.235903","2013-04-12 08:50:02.235903",1,
594,"n/a",125,"2013-04-12 08:52:14.175262","2013-04-12 08:52:14.175262",1,
595,"Bug-Dniester entwickelt, spät",125,"2013-04-12 08:52:14.182313","2013-04-12 08:52:14.182313",1,
596,"Bug-Dniester spät",125,"2013-04-12 08:52:14.185211","2013-04-12 08:52:14.185211",1,
597,"Dniester-Bug-Kultur früh",125,"2013-04-12 08:52:14.187966","2013-04-12 08:52:14.187966",1,
598,"entwickeltes Bug-Dniester",125,"2013-04-12 08:52:14.191006","2013-04-12 08:52:14.191006",1,
599,"n/a",126,"2013-04-12 08:53:17.093864","2013-04-12 08:53:17.093864",1,
600,"n/a",127,"2013-04-12 08:53:52.186823","2013-04-12 08:53:52.186823",1,
601,"entwickeltes Bug-Dniester",127,"2013-04-12 08:53:52.193829","2013-04-12 08:53:52.193829",1,
602,"entwickeltes Gumelnita, KGK VI",128,"2013-04-12 09:07:38.544064","2013-04-12 09:07:38.544064",1,
603,"entwickeltes und spätes KGK VI",128,"2013-04-12 09:07:38.547189","2013-04-12 09:07:38.547189",1,
604,"KGK VI",128,"2013-04-12 09:07:38.550125","2013-04-12 09:07:38.550125",1,
605,"KGK VI1",128,"2013-04-12 09:07:38.553177","2013-04-12 09:07:38.553177",1,
606,"KGK VI2-3",128,"2013-04-12 09:07:38.556236","2013-04-12 09:07:38.556236",1,
607,"spätes KGK VI, Varna",128,"2013-04-12 09:07:38.559386","2013-04-12 09:07:38.559386",1,
608,"Varna",128,"2013-04-12 09:07:38.562781","2013-04-12 09:07:38.562781",1,
609,"Varna III",128,"2013-04-12 09:07:38.566154","2013-04-12 09:07:38.566154",1,
610,"n/a",129,"2013-04-12 09:08:14.558425","2013-04-12 09:08:14.558425",1,
611,"n/a",131,"2013-04-12 09:08:46.902434","2013-04-12 09:08:46.902434",1,
612,"Spätes Epipaläolithikum",131,"2013-04-12 09:08:46.909674","2013-04-12 09:08:46.909674",1,
613,"n/a",133,"2013-04-12 09:09:09.624955","2013-04-12 09:09:09.624955",1,
614,"n/a",134,"2013-04-12 09:09:35.213663","2013-04-12 09:09:35.213663",1,
615,"n/a",135,"2013-04-12 09:09:53.93796","2013-04-12 09:09:53.93796",1,
616,"n/a",136,"2013-04-12 09:10:10.028368","2013-04-12 09:10:10.028368",1,
617,"n/a",137,"2013-04-12 09:10:25.37355","2013-04-12 09:10:25.37355",1,
618,"n/a",138,"2013-04-12 09:10:48.25172","2013-04-12 09:10:48.25172",1,
619,"n/a",139,"2013-04-12 09:11:05.696802","2013-04-12 09:11:05.696802",1,
620,"n/a",141,"2013-04-12 09:13:32.150251","2013-04-12 09:13:32.150251",1,
621,"ASPRO 9, Gruppe C von Kapel",141,"2013-04-12 09:13:32.153326","2013-04-12 09:13:32.153326",1,
622,"ASPRO 9, Obeid 2, 3",141,"2013-04-12 09:13:32.156043","2013-04-12 09:13:32.156043",1,
623,"Gawra XVI-XV",141,"2013-04-12 09:13:32.158817","2013-04-12 09:13:32.158817",1,
624,"ASPRO 8, Obeid 3, 4",141,"2013-04-12 09:13:32.162227","2013-04-12 09:13:32.162227",1,
625,"2 = Hadji Mohammed, ASPRO 7",141,"2013-04-12 09:13:32.165569","2013-04-12 09:13:32.165569",1,
626,"3, ASPRO 8",141,"2013-04-12 09:13:32.169433","2013-04-12 09:13:32.169433",1,
627,"4, ASPRO 9",141,"2013-04-12 09:13:32.176275","2013-04-12 09:13:32.176275",1,
628,"4, ASPRO 9, Gawra früh",141,"2013-04-12 09:13:32.183083","2013-04-12 09:13:32.183083",1,
629,"4, ASPRO 9, Gawra früh, Uruk",141,"2013-04-12 09:13:32.189999","2013-04-12 09:13:32.189999",1,
630,"früh, ASPRO 8",141,"2013-04-12 09:13:32.196779","2013-04-12 09:13:32.196779",1,
631,"spät nördlich, ASPRO 9",141,"2013-04-12 09:13:32.203629","2013-04-12 09:13:32.203629",1,
632,"spät, ASPRO 9",141,"2013-04-12 09:13:32.210404","2013-04-12 09:13:32.210404",1,
633,"ASPRO 8/9",141,"2013-04-12 09:13:32.217177","2013-04-12 09:13:32.217177",1,
667,"ASPRO 3, Abdul Hosein",142,"2013-04-12 09:27:39.798981","2013-04-12 09:27:39.798981",1,
669,"ASPRO 3, Ganj Dareh",142,"2013-04-12 09:27:39.804791","2013-04-12 09:27:39.804791",1,
668,"ASPRO 3, Ganj Dareh?",142,"2013-04-12 09:27:39.802037","2013-04-12 09:28:03.684503",1,
634,"PPNB, ASPRO 3",142,"2013-04-12 09:24:30.917753","2013-04-12 09:24:30.917753",1,
635,"n/a",142,"2013-04-12 09:24:30.920928","2013-04-12 09:24:30.920928",1,
636,"Asikli Hüyük",142,"2013-04-12 09:24:30.923682","2013-04-12 09:24:30.923682",1,
637,"PPNB, Çayönü Zwischenschicht, ASPRO 4",142,"2013-04-12 09:24:30.926379","2013-04-12 09:24:30.926379",1,
638,"PPNB, Kermez Dere, Nemrik 9",142,"2013-04-12 09:24:30.929194","2013-04-12 09:24:30.929194",1,
639,"ASPRO 3",142,"2013-04-12 09:24:30.932587","2013-04-12 09:24:30.932587",1,
640,"ASPRO 4",142,"2013-04-12 09:24:30.935922","2013-04-12 09:24:30.935922",1,
641,"Frühneolithikum",142,"2013-04-12 09:24:30.939278","2013-04-12 09:24:30.939278",1,
642,"PPNA, ASPRO 2",142,"2013-04-12 09:24:30.942724","2013-04-12 09:24:30.942724",1,
643,"PPNB, ASPRO 3/4",142,"2013-04-12 09:24:30.946066","2013-04-12 09:24:30.946066",1,
644,"PPNB, ASPRO 4",142,"2013-04-12 09:24:30.949433","2013-04-12 09:24:30.949433",1,
645,"ASPRO 2",142,"2013-04-12 09:24:30.952831","2013-04-12 09:24:30.952831",1,
646,"ASPRO 2, Ganj Dareh",142,"2013-04-12 09:24:30.956162","2013-04-12 09:24:30.956162",1,
647,"ASPRO 2, Ganj Dareh?",142,"2013-04-12 09:24:30.959517","2013-04-12 09:24:30.959517",1,
648,"ASPRO 3/4",142,"2013-04-12 09:24:30.962922","2013-04-12 09:24:30.962922",1,
649,"Ende PPNB früh, ASPRO 3",142,"2013-04-12 09:24:30.966266","2013-04-12 09:24:30.966266",1,
650,"Akeramikum I",142,"2013-04-12 09:24:30.969633","2013-04-12 09:24:30.969633",1,
651,"PPNB final, ASPRO 4",142,"2013-04-12 09:24:30.973021","2013-04-12 09:24:30.973021",1,
652,"PPNA",142,"2013-04-12 09:24:30.976355","2013-04-12 09:24:30.976355",1,
653,"PPNA spät, ASPRO 2",142,"2013-04-12 09:24:30.979728","2013-04-12 09:24:30.979728",1,
654,"PPNA spät, ASPRO 3",142,"2013-04-12 09:24:30.983124","2013-04-12 09:24:30.983124",1,
655,"PPNA, ASPRO 2, PPN A spät",142,"2013-04-12 09:24:30.98645","2013-04-12 09:24:30.98645",1,
656,"PPNA, ASPRO 2, Sultanien",142,"2013-04-12 09:24:30.989816","2013-04-12 09:24:30.989816",1,
657,"PPNA/B, ASPRO 3",142,"2013-04-12 09:24:30.993189","2013-04-12 09:24:30.993189",1,
658,"PPNB",142,"2013-04-12 09:24:30.996539","2013-04-12 09:24:30.996539",1,
659,"PPNB früh",142,"2013-04-12 09:24:30.999902","2013-04-12 09:24:30.999902",1,
660,"PPNB früh, ASPRO 3",142,"2013-04-12 09:24:31.003279","2013-04-12 09:24:31.003279",1,
661,"PPNB oder vor PPNB",142,"2013-04-12 09:24:31.006633","2013-04-12 09:24:31.006633",1,
662,"PPNB spät",142,"2013-04-12 09:24:31.010006","2013-04-12 09:24:31.010006",1,
663,"PPNB spät, ASPRO 4",142,"2013-04-12 09:24:31.013393","2013-04-12 09:24:31.013393",1,
664,"PPNC, ASPRO 3",142,"2013-04-12 09:24:31.016728","2013-04-12 09:24:31.016728",1,
665,"Präkeramikum",142,"2013-04-12 09:24:31.020082","2013-04-12 09:24:31.020082",1,
666,"Protoneolithikum, PPNA, ASPRO 2",142,"2013-04-12 09:24:31.023473","2013-04-12 09:24:31.023473",1,
670,"früh",143,"2013-04-12 10:16:06.774584","2013-04-12 10:16:06.774584",1,
671,"mittel",143,"2013-04-12 10:16:06.782114","2013-04-12 10:16:06.782114",1,
672,"spät",143,"2013-04-12 10:16:06.788996","2013-04-12 10:16:06.788996",1,
673,"4, Aliabad",144,"2013-04-12 10:18:55.04123","2013-04-12 10:18:55.04123",1,
674,"2, Bard Sir",144,"2013-04-12 10:18:55.048353","2013-04-12 10:18:55.048353",1,
675,"1-2",144,"2013-04-12 10:18:55.055184","2013-04-12 10:18:55.055184",1,
676,"4-5, Aliabad-Mashiz",144,"2013-04-12 10:18:55.061898","2013-04-12 10:18:55.061898",1,
677,"n/a",145,"2013-04-12 10:19:52.108817","2013-04-12 10:19:52.108817",1,
678,"III",146,"2013-04-12 10:20:12.03524","2013-04-12 10:20:12.03524",1,
679,"IV",146,"2013-04-12 10:20:12.03913","2013-04-12 10:20:12.03913",1,
680,"n/a",147,"2013-04-12 10:20:48.870159","2013-04-12 10:20:48.870159",1,
681,"Mitte",147,"2013-04-12 10:20:48.877286","2013-04-12 10:20:48.877286",1,
682,"Mitte-Spät",147,"2013-04-12 10:20:48.88414","2013-04-12 10:20:48.88414",1,
683,"Spät",147,"2013-04-12 10:20:48.891027","2013-04-12 10:20:48.891027",1,
684,"n/a",148,"2013-04-12 10:21:41.405884","2013-04-12 10:21:41.405884",1,
685,"G",149,"2013-04-12 10:22:33.656916","2013-04-12 10:22:33.656916",1,
686,"D",149,"2013-04-12 10:22:33.663918","2013-04-12 10:22:33.663918",1,
687,"A-B",149,"2013-04-12 10:22:33.670657","2013-04-12 10:22:33.670657",1,
688,"B",149,"2013-04-12 10:22:33.677409","2013-04-12 10:22:33.677409",1,
689,"F",149,"2013-04-12 10:22:33.684156","2013-04-12 10:22:33.684156",1,
690,"D-E",149,"2013-04-12 10:22:33.690891","2013-04-12 10:22:33.690891",1,
691,"n/a",150,"2013-04-12 10:23:27.456525","2013-04-12 10:23:27.456525",1,
692,"n/a",151,"2013-04-12 10:23:41.678664","2013-04-12 10:23:41.678664",1,
693,"n/a",152,"2013-04-12 10:23:56.224072","2013-04-12 10:23:56.224072",1,
694,"n/a",153,"2013-04-12 10:24:08.836715","2013-04-12 10:24:13.583326",1,
695,"IV, Spantov",154,"2013-04-12 10:24:38.604484","2013-04-12 10:24:38.604484",1,
696,"n/a",155,"2013-04-12 10:24:57.326498","2013-04-12 10:24:57.326498",1,
697,"n/a",156,"2013-04-12 10:25:25.009289","2013-04-12 10:25:25.009289",1,
698,"jüngeres Baden, Kostolac",156,"2013-04-12 10:25:25.016509","2013-04-12 10:25:25.016509",1,
699,"I",157,"2013-04-12 10:28:12.513572","2013-04-12 10:28:12.513572",1,
700,"I spät, ASPRO 8",157,"2013-04-12 10:28:12.517681","2013-04-12 10:28:12.517681",1,
701,"I, ASPRO 8",157,"2013-04-12 10:28:12.520825","2013-04-12 10:28:12.520825",1,
702,"II mitte oder spät, ASPRO 9",157,"2013-04-12 10:28:12.523965","2013-04-12 10:28:12.523965",1,
703,"II, ASPRO 9",157,"2013-04-12 10:28:12.527178","2013-04-12 10:28:12.527178",1,
704,"Namazga III",157,"2013-04-12 10:28:12.530315","2013-04-12 10:28:12.530315",1,
705,"II = Yalangach, ASPRO 9",157,"2013-04-12 10:28:12.533427","2013-04-12 10:28:12.533427",1,
706,"II früh = Yalangach, ASPRO 9",157,"2013-04-12 10:28:12.536604","2013-04-12 10:28:12.536604",1,
707,"n/a",158,"2013-04-12 10:29:37.81537","2013-04-12 10:29:37.81537",1,
708,"final, ASPRO 1",158,"2013-04-12 10:29:37.822708","2013-04-12 10:29:37.822708",1,
709,"Natufien, ASPRO 1, Mesolithikum",158,"2013-04-12 10:29:37.829573","2013-04-12 10:29:37.829573",1,
710,"n/a",159,"2013-04-12 10:30:31.616487","2013-04-12 10:30:31.616487",1,
711,"Neolithikum entwickelt",159,"2013-04-12 10:30:31.625091","2013-04-12 10:30:31.625091",1,
712,"Neolithikum spät",159,"2013-04-12 10:30:31.63205","2013-04-12 10:30:31.63205",1,
713,"Neolithikum/Äneolithikum",159,"2013-04-12 10:30:31.638982","2013-04-12 10:30:31.638982",1,
714,"Tsangli, Arapi",160,"2013-04-12 10:31:09.018462","2013-04-12 10:31:09.018462",1,
715,"n/a",161,"2013-04-12 10:32:05.694064","2013-04-12 10:32:05.694064",1,
716,"Period I",161,"2013-04-12 10:32:05.701591","2013-04-12 10:32:05.701591",1,
717,"Äneolithikum, Uruk, ASPRO 8 oder 9, Obeid, Dalma, Pisdeli, Hasanlu VIII",161,"2013-04-12 10:32:05.70853","2013-04-12 10:32:05.70853",1,
718,"Neolithikum, Äneolithikum",161,"2013-04-12 10:32:05.715442","2013-04-12 10:32:05.715442",1,
719,"Neolithikum, Äneolithikum, Shulaveri-Shomu",161,"2013-04-12 10:32:05.722378","2013-04-12 10:32:05.722378",1,
720,"n/a",162,"2013-04-12 10:32:52.323761","2013-04-12 10:32:52.323761",1,
721,"ASPRO 9,Bakun früh",163,"2013-04-12 10:33:22.505715","2013-04-12 10:33:22.505715",1,
722,"n/a",163,"2013-04-12 10:33:22.512956","2013-04-12 10:33:22.512956",1,
723,"n/a",164,"2013-04-12 10:33:38.138519","2013-04-12 10:33:38.138519",1,
724,"Beginn Marica/Gradesnica, Dikili-Tash-Slatino-Kultur",165,"2013-04-12 10:34:05.257274","2013-04-12 10:34:05.257274",1,
725,"Dimini/Rachmani, Sitagroi III, Dikili Tash II, Maliq II, Crno Buki I-II, Bakarno Gumno I-II, Karanovo V-VI, Suplevac",166,"2013-04-12 10:34:41.098306","2013-04-12 10:34:41.098306",1,
726,"n/a",167,"2013-04-12 10:35:01.423328","2013-04-12 10:35:01.423328",1,
727,"ASPRO 7, Cheshmeh Ali, Sialk I",168,"2013-04-12 10:43:40.464976","2013-04-12 10:43:40.464976",1,
728,"ASPRO 8, Cheshmeh Ali, Sialk II",168,"2013-04-12 10:43:40.468956","2013-04-12 10:43:40.468956",1,
729,"ASPRO 8, Muradabad Period, Yahya VII früh",168,"2013-04-12 10:43:40.471748","2013-04-12 10:43:40.471748",1,
730,"ASPRO 8, Obeid, Dalma, Hasanlu IX",168,"2013-04-12 10:43:40.474515","2013-04-12 10:43:40.474515",1,
731,"ASPRO 8, Samarra, Shamsabad",168,"2013-04-12 10:43:40.477276","2013-04-12 10:43:40.477276",1,
732,"n/a",168,"2013-04-12 10:43:40.480045","2013-04-12 10:43:40.480045",1,
733,"Dalma, ASPRO 8, Obeid, Pisdeli, Hasanlu VIII",168,"2013-04-12 10:43:40.48285","2013-04-12 10:43:40.48285",1,
734,"Dalma, ASPRO 8, Obeid, Siabid, Godin X",168,"2013-04-12 10:43:40.485629","2013-04-12 10:43:40.485629",1,
735,"frühes keramisches Neolithikum, ASPRO 5, Vor-Obeid, Halaf/Eridu",168,"2013-04-12 10:43:40.488404","2013-04-12 10:43:40.488404",1,
764,"ASPRO 6, Cheshmeh Ali, Sialk I",173,"2013-04-12 10:49:59.330016","2013-04-12 10:49:59.330016",1,
736,"Gruppe B oder D oder C von Kapel, ASPRO 7",168,"2013-04-12 10:43:40.491173","2013-04-12 10:43:40.491173",1,
737,"Gruppe B oder D von Kapel, ASPRO 7",168,"2013-04-12 10:43:40.494087","2013-04-12 10:43:40.494087",1,
738,"Gruppe B von Kapel",168,"2013-04-12 10:43:40.496867","2013-04-12 10:43:40.496867",1,
